,date,ticker,TWEETS,Vader Sentiment,Vader Analysis,mentions,size
358,2021-10-13,SOFI,SOFI only going to get better from here!,0.4926,Neutral,13,1
359,2021-10-13,TLRY,The case for Cannabis - Inverse Jim Cramer with TLRY 10/13/21,0.0,Neutral,11,1
360,2021-10-13,TLRY,Weed stocks aren't over.,0.0,Neutral,11,1
361,2021-10-13,XRAY,DD - value about $SDC,0.34,Neutral,1,1
362,2021-10-14,CLOV,$ROOT DD: Breakout Confirmed and High Probability Setup to be $15/share Price Target (+200% gain),0.5267,Positive,40,1
363,2021-10-14,CLOV,$clov to moon . Yolo,0.2732,Neutral,40,1
364,2021-10-14,CLOV,There are a lot of companies that would kill to get a meme status! $CLOV.,-0.7177,Negative,40,1
365,2021-10-14,MVIS,$ROOT DD: Breakout Confirmed and High Probability Setup to be $15/share Price Target (+200% gain),0.5267,Positive,1,1
366,2021-10-14,ROOT,$ROOT DD: Breakout Confirmed and High Probability Setup to be $15/share Price Target (+200% gain),0.5267,Positive,3,1
367,2021-10-14,SAVA,Life savings into $SAVA - I’m 21 so I need to become a millionaire asap so I can get a hot girlfriend,0.0,Neutral,2,1
368,2021-10-14,SDC,$ROOT DD: Breakout Confirmed and High Probability Setup to be $15/share Price Target (+200% gain),0.5267,Positive,90,1
369,2021-10-14,SDC,Joined SDC Gang,0.0,Neutral,90,1
370,2021-10-14,WISH,I $wish this is the bottom,0.4019,Neutral,28,1
371,2021-10-14,WISH,WISH Peaking through the falling wedge resistance today. Tomorrow could be an important day to confirm breakout.,0.5622,Positive,28,1
372,2021-10-15,CAR,"Blackberry EV, IoT Design Wins Update Part II and BB Twitter Clue",0.5719,Positive,1,1
373,2021-10-15,CLOV,$CLOV YOLO Update .. one step at a time.... :),0.7034,Positive,40,1
374,2021-10-15,COIN,Ya'll just don't get it do you,0.0,Neutral,1,1
375,2021-10-15,DISCK,Ya'll just don't get it do you,0.0,Neutral,1,1
376,2021-10-15,FB,Ya'll just don't get it do you,0.0,Neutral,7,1
377,2021-10-15,TSLA,Ya'll just don't get it do you,0.0,Neutral,22,1
